ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	SPOT_ID
17117519	0.997625	9.78e-01	-0.02726827	-5.90931	-4.11e-03		chr11(+):5274420-5275560
16893954	0.997625	9.78e-01	-0.02725352	-5.90931	-1.99e-03		TCONS_00003155-XLOC_001950
16652951	0.997625	9.78e-01	0.02725291	-5.90931	9.03e-03		--normgene->intron
16987601	0.997625	9.78e-01	0.0272301	-5.90931	3.95e-03		TCONS_00009467-XLOC_004483
17086780	0.997625	9.78e-01	0.02721584	-5.90931	2.70e-03		TCONS_00015716-XLOC_007460
17087028	0.997625	9.79e-01	-0.02716129	-5.90931	-4.32e-03	NR_033937	
16913854	0.997625	9.79e-01	-0.02714616	-5.90931	-2.31e-03		ENST00000364151
17075870	0.997625	9.79e-01	0.02713597	-5.90931	2.70e-03	BC043205	
17125382	0.997625	9.79e-01	-0.02710941	-5.90931	-2.11e-03		--rescue
17003613	0.997625	9.79e-01	-0.02710751	-5.90931	-3.74e-03	NM_000843	
16847841	0.997625	9.79e-01	-0.02709668	-5.90931	-2.65e-03	NM_022739	
16850455	0.997625	9.79e-01	0.02707106	-5.90931	3.35e-03		TCONS_00026226-XLOC_012601
16828357	0.997625	9.79e-01	-0.0269438	-5.90932	-2.79e-03	NM_024306	
16839191	0.997625	9.79e-01	0.02692496	-5.90932	5.21e-03	BC065556	
16994872	0.997625	9.79e-01	0.02690716	-5.90932	2.55e-03		TCONS_00009627-XLOC_004765
16952975	0.997625	9.79e-01	0.02689728	-5.90932	4.57e-03		ENST00000460241
16735592	0.997625	9.79e-01	0.02689134	-5.90932	2.05e-03		TCONS_00019571-XLOC_009370
17075757	0.997625	9.79e-01	-0.02688312	-5.90932	-6.18e-03	NR_037418	
16988471	0.997625	9.79e-01	-0.02687233	-5.90932	-3.35e-03		ENST00000514925
16781466	0.997625	9.79e-01	-0.02684673	-5.90932	-3.73e-03	NM_001004724	
16961749	0.997625	9.79e-01	0.02680433	-5.90932	2.14e-03		chr3(-):177919838-178103205
16898456	0.997625	9.79e-01	-0.02678392	-5.90932	-1.84e-03		TCONS_00003311-XLOC_002140
16923552	0.997625	9.79e-01	0.02677092	-5.90932	2.50e-03		ENST00000442785
16946094	0.997625	9.79e-01	-0.02676837	-5.90932	-2.50e-03	NM_004189	
16839513	0.997625	9.79e-01	-0.02675318	-5.90932	-2.72e-03		--normgene->exon
16677738	0.997625	9.79e-01	-0.02674278	-5.90932	-2.93e-03		TCONS_00000395-XLOC_000575
17093074	0.997625	9.79e-01	-0.02670709	-5.90932	-1.85e-03	NR_030597	
16920192	0.997625	9.79e-01	-0.02667188	-5.90932	-2.07e-03		TCONS_00028433-XLOC_013785
16963599	0.997625	9.79e-01	-0.02652173	-5.90933	-3.34e-03		chr3(-):197557556-197558167
16956976	0.997625	9.79e-01	0.0265191	-5.90933	2.70e-03		ENST00000364195
16962333	0.997625	9.79e-01	0.0264551	-5.90933	3.53e-03	NM_006548	
16718547	0.997625	9.79e-01	0.0264539	-5.90933	2.21e-03		ENST00000448834
16927542	0.997625	9.79e-01	-0.0264044	-5.90933	-4.23e-03		TCONS_l2_00018181-XLOC_l2_009313
16715384	0.997625	9.79e-01	0.02633388	-5.90933	6.92e-03		ENST00000364177
16656801	0.997625	9.79e-01	0.02632351	-5.90933	7.25e-03		--normgene->intron
17002681	0.997625	9.79e-01	-0.02628299	-5.90933	-2.69e-03		ENST00000046794
16835398	0.997625	9.79e-01	-0.0262442	-5.90933	-3.55e-03		ENST00000421610
16892116	0.997625	9.79e-01	-0.02622221	-5.90933	-3.69e-03		TCONS_l2_00014291-XLOC_l2_007802
16850294	0.997625	9.79e-01	-0.02619697	-5.90934	-3.01e-03	NM_024702	
16850958	0.997625	9.79e-01	-0.02615672	-5.90934	-3.28e-03	NM_153000	
16740687	0.997625	9.79e-01	0.02613103	-5.90934	2.90e-03		ENST00000531086
17119312	0.997625	9.79e-01	0.02610734	-5.90934	2.69e-03		--rescue
16839493	0.997625	9.79e-01	0.02604979	-5.90934	2.85e-03		--normgene->exon
17124444	0.997625	9.79e-01	-0.02604796	-5.90934	-2.98e-03		--rescue
17025840	0.997625	9.79e-01	0.02604479	-5.90934	4.63e-03		TCONS_00011246-XLOC_005936
16752870	0.997625	9.79e-01	-0.02603074	-5.90934	-2.60e-03	NM_005538	
17005729	0.997625	9.79e-01	-0.02602747	-5.90934	-2.17e-03		ENST00000244513
17120636	0.997625	9.79e-01	-0.02602155	-5.90934	-2.88e-03		--rescue
17113652	0.997625	9.79e-01	-0.02598118	-5.90934	-2.95e-03	NM_006978	
16883419	0.997625	9.79e-01	-0.02598101	-5.90934	-3.40e-03		ENST00000424491
16917262	0.997625	9.79e-01	-0.02594822	-5.90934	-3.89e-03		TCONS_00028320-XLOC_013657
16900515	0.997625	9.80e-01	-0.02593894	-5.90934	-6.86e-03		--normgene->exon
16852681	0.997625	9.80e-01	0.02591837	-5.90934	2.94e-03		ENST00000408544
16652927	0.997625	9.80e-01	0.02591764	-5.90934	4.58e-03		--normgene->intron
16655993	0.997625	9.80e-01	0.02590007	-5.90934	7.26e-03		--normgene->intron
16977910	0.997625	9.80e-01	0.02589887	-5.90934	2.80e-03		ENST00000408152
17116019	0.997625	9.80e-01	0.02582003	-5.90934	2.02e-03	NR_001534	
17061958	0.997625	9.80e-01	-0.02581724	-5.90934	-2.12e-03		ENST00000312814
17121708	0.997625	9.80e-01	0.0257572	-5.90935	3.21e-03		--rescue
17122046	0.997625	9.80e-01	0.0257455	-5.90935	2.66e-03		--rescue
16686000	0.997625	9.80e-01	0.02572211	-5.90935	2.76e-03	NM_001123395	
16964746	0.997625	9.80e-01	-0.02571159	-5.90935	-2.86e-03		TCONS_00007972-XLOC_003441
16976201	0.997625	9.80e-01	-0.02570573	-5.90935	-2.49e-03		ENST00000264230
16660098	0.997625	9.80e-01	0.02570236	-5.90935	3.07e-03		chr1(+):17733256-17733878
16852771	0.997625	9.80e-01	0.02570056	-5.90935	3.41e-03		ENST00000362997
16963292	0.997625	9.80e-01	-0.025696	-5.90935	-2.14e-03	NM_005017	
16698038	0.997625	9.80e-01	0.02569564	-5.90935	3.30e-03	NM_001136504	
16761541	0.997625	9.80e-01	0.02565462	-5.90935	4.68e-03	NM_002723	
16861093	0.997625	9.80e-01	0.02564109	-5.90935	2.58e-03	NM_024321	
16650571	0.997625	9.80e-01	-0.02563833	-5.90935	-7.76e-03		--normgene->intron
16755602	0.997625	9.80e-01	-0.02563553	-5.90935	-1.98e-03	NM_022496	
17058557	0.997625	9.80e-01	-0.02563339	-5.90935	-2.52e-03	NM_004603	
16994209	0.997625	9.80e-01	0.02559968	-5.90935	3.52e-03		ENST00000363373
16798294	0.997625	9.80e-01	-0.02557681	-5.90935	-3.87e-03	AF400494	
16654541	0.997625	9.80e-01	-0.02551507	-5.90935	-6.53e-03		--normgene->intron
16700358	0.997625	9.80e-01	-0.02548111	-5.90935	-3.23e-03		TCONS_l2_00002792-XLOC_l2_001362
16655317	0.997625	9.80e-01	-0.02545681	-5.90935	-7.83e-03		--normgene->intron
16871239	0.997625	9.80e-01	-0.02540607	-5.90935	-2.61e-03	NM_000285	
17077522	0.997625	9.80e-01	-0.02539822	-5.90936	-2.95e-03		TCONS_00015017-XLOC_007091
16843981	0.997625	9.80e-01	-0.02537276	-5.90936	-2.53e-03		ENST00000325814
16652465	0.997625	9.80e-01	0.02535342	-5.90936	1.21e-02		--normgene->intron
16685729	0.997625	9.80e-01	0.02534818	-5.90936	5.08e-03		ENST00000372827
16721325	0.997625	9.80e-01	0.02534494	-5.90936	2.59e-03		ENST00000316529
16745380	0.997625	9.80e-01	-0.02534436	-5.90936	-2.62e-03	NM_203285	
16877170	0.997625	9.80e-01	0.0253421	-5.90936	6.30e-03		ENST00000364740
16944892	0.997625	9.80e-01	-0.0253311	-5.90936	-8.77e-03		ENST00000516942
16704125	0.997625	9.80e-01	0.02531415	-5.90936	2.55e-03	NM_014753	
17005396	0.997625	9.80e-01	-0.02531269	-5.90936	-3.41e-03	NM_015895	
16678307	0.997625	9.80e-01	0.02528608	-5.90936	7.53e-03		--normgene->exon
16743181	0.997625	9.80e-01	0.02528407	-5.90936	1.58e-03		ENST00000527332
16827061	0.997625	9.80e-01	-0.02521958	-5.90936	-2.31e-03		TCONS_00025033-XLOC_011976
16653327	0.997625	9.80e-01	-0.02517065	-5.90936	-9.06e-03		--normgene->intron
16653429	0.997625	9.80e-01	-0.02517065	-5.90936	-9.06e-03		--normgene->intron
16655075	0.997625	9.80e-01	0.02515867	-5.90936	7.34e-03		--normgene->intron
17088954	0.997625	9.80e-01	-0.02515424	-5.90936	-4.28e-03		ENST00000451007
16744686	0.997625	9.80e-01	-0.02515026	-5.90936	-1.06e-02		--normgene->exon
16742228	0.997625	9.80e-01	0.02513509	-5.90936	4.80e-03	NR_029891	
16926998	0.997625	9.80e-01	-0.02512749	-5.90936	-4.31e-03	AK075337	
17085332	0.997625	9.80e-01	0.02510911	-5.90936	3.35e-03	AK126080	
16884736	0.997625	9.80e-01	-0.025107	-5.90936	-5.18e-03		TCONS_00004875-XLOC_001631
17121062	0.997625	9.80e-01	-0.02510056	-5.90936	-2.24e-03		--rescue
16745035	0.997625	9.80e-01	-0.02509567	-5.90936	-2.83e-03		ENST00000554407
17104159	0.99764	9.80e-01	0.0250536	-5.90936	3.92e-03	NM_007250	
16678803	0.997647	9.80e-01	-0.02496902	-5.90937	-3.29e-03		ENST00000456782
17127225	0.997647	9.80e-01	-0.02496869	-5.90937	-1.76e-03		--control->bgp->antigenomic
16711250	0.997647	9.80e-01	0.02496061	-5.90937	2.33e-03		TCONS_l2_00004078-XLOC_l2_001826
16822224	0.997647	9.80e-01	-0.02495099	-5.90937	-3.88e-03	NR_023348	
16996896	0.997678	9.80e-01	0.02488251	-5.90937	4.03e-03	NM_176816	
17060592	0.997678	9.80e-01	0.02485638	-5.90937	2.34e-03	BC031966	
16990304	0.997678	9.80e-01	-0.02484135	-5.90937	-5.67e-03	NM_018932	
17071842	0.997687	9.80e-01	0.02480689	-5.90937	2.69e-03		ENST00000521504
17122288	0.997694	9.80e-01	-0.02475266	-5.90937	-1.70e-03		--rescue
16718464	0.997694	9.80e-01	0.02474978	-5.90937	2.27e-03		ENST00000449782
16671217	0.997694	9.80e-01	0.02471243	-5.90937	2.05e-03		ENST00000318967
16967435	0.997694	9.80e-01	-0.02469411	-5.90937	-1.92e-03	NM_214711	
16885586	0.997694	9.81e-01	0.02467828	-5.90937	4.97e-03	AY713301	
16893814	0.997694	9.81e-01	-0.0245983	-5.90937	-2.27e-03		TCONS_00005059-XLOC_001937
16900030	0.997694	9.81e-01	-0.02457237	-5.90938	-2.73e-03	NM_001443	
16660732	0.997694	9.81e-01	0.02456805	-5.90938	3.18e-03		ENST00000458849
16942344	0.997694	9.81e-01	0.02452446	-5.90938	2.09e-03	NM_144642	
16772898	0.997694	9.81e-01	-0.02449097	-5.90938	-2.56e-03	NR_034026	
16896106	0.997694	9.81e-01	0.02448697	-5.90938	2.72e-03	NM_144575	
17092486	0.997694	9.81e-01	0.02447221	-5.90938	2.55e-03	NR_033863	
16676931	0.997694	9.81e-01	-0.02437098	-5.90938	-1.80e-03		TCONS_00001257-XLOC_000545
17064105	0.997694	9.81e-01	0.02435378	-5.90938	3.03e-03	NM_004456	
16789573	0.997694	9.81e-01	-0.02432834	-5.90938	-2.96e-03	NM_138790	
17115953	0.997694	9.81e-01	0.02432489	-5.90938	2.38e-03	NM_003411	
16853225	0.997694	9.81e-01	0.02428519	-5.90938	2.29e-03	NM_171999	
16931545	0.997694	9.81e-01	-0.02425473	-5.90938	-2.48e-03	NR_038944	
17116344	0.997694	9.81e-01	0.02423378	-5.90938	2.01e-03	NM_004677	
17117044	0.997694	9.81e-01	0.02423378	-5.90938	2.01e-03	NM_004677	
16651579	0.997694	9.81e-01	0.0242332	-5.90938	7.21e-03		--normgene->intron
16819816	0.997694	9.81e-01	-0.02422711	-5.90938	-3.04e-03	NM_001178020	
16697654	0.997694	9.81e-01	0.02422485	-5.90938	3.58e-03	NR_040073	
17006636	0.997694	9.81e-01	0.0242145	-5.90938	1.88e-03	NM_005007	
16849339	0.997694	9.81e-01	-0.02420902	-5.90938	-4.80e-03	NR_036200	
17067027	0.997704	9.81e-01	-0.02416049	-5.90938	-2.59e-03		ENST00000522570
16771214	0.997704	9.81e-01	-0.02414947	-5.90938	-3.68e-03	NR_039719	
17116428	0.997704	9.81e-01	0.02407645	-5.90939	1.97e-03		TCONS_00017655-XLOC_008299
16655987	0.997704	9.81e-01	-0.02404982	-5.90939	-8.91e-03		--normgene->intron
16847771	0.997704	9.81e-01	-0.02401316	-5.90939	-2.57e-03	NM_001433	
16711464	0.997704	9.81e-01	0.02400292	-5.90939	2.10e-03	NM_019046	
16650889	0.997704	9.81e-01	-0.02393907	-5.90939	-5.00e-03		--normgene->intron
17122602	0.997704	9.81e-01	-0.02390743	-5.90939	-2.18e-03		--rescue
16877722	0.997704	9.81e-01	0.02390713	-5.90939	1.71e-03		ENST00000516822
16982546	0.997704	9.81e-01	-0.0238993	-5.90939	-2.92e-03	NM_020731	
17124918	0.997704	9.81e-01	0.02383094	-5.90939	2.80e-03		--rescue
16707899	0.997704	9.81e-01	-0.02382982	-5.90939	-2.57e-03		chr10(+):97963330-97965047
16881179	0.997704	9.81e-01	0.02379868	-5.90939	2.34e-03		TCONS_00002932-XLOC_001523
16654349	0.997704	9.81e-01	-0.02379088	-5.90939	-1.16e-02		--normgene->intron
16725533	0.997704	9.81e-01	0.02377489	-5.90939	3.94e-03	NM_014224	
16966283	0.997704	9.81e-01	0.02377391	-5.90939	4.15e-03		ENST00000384469
16655601	0.997704	9.81e-01	-0.02377169	-5.90939	-5.23e-03		--normgene->intron
16703856	0.997704	9.81e-01	-0.02373637	-5.90939	-1.99e-03		ENST00000410977
16710314	0.997704	9.81e-01	-0.02369189	-5.9094	-1.67e-03	NM_153442	
16982124	0.997704	9.81e-01	-0.023643	-5.9094	-2.23e-03	NM_018359	
16991696	0.997704	9.81e-01	0.02362172	-5.9094	1.67e-03		TCONS_00010154-XLOC_004620
16973267	0.997704	9.81e-01	-0.02362057	-5.9094	-2.23e-03		ENST00000364275
17100901	0.997704	9.81e-01	-0.02362057	-5.9094	-2.23e-03		chrUn(+):22673-22791
16788711	0.997704	9.81e-01	0.02361892	-5.9094	1.82e-03	NR_029871	
16797130	0.997704	9.81e-01	-0.02360391	-5.9094	-1.86e-03		ENST00000410829
16818883	0.997704	9.81e-01	0.02355666	-5.9094	2.14e-03		TCONS_00024398-XLOC_011721
16920804	0.997704	9.81e-01	0.02355544	-5.9094	2.25e-03		ENST00000459304
17007876	0.997704	9.81e-01	-0.02353683	-5.9094	-2.12e-03	NM_182548	
16702656	0.997704	9.81e-01	-0.02351174	-5.9094	-2.39e-03		ENST00000378372
17015138	0.997704	9.81e-01	0.02348999	-5.9094	2.34e-03		ENST00000410316
16719452	0.997745	9.82e-01	-0.02338132	-5.9094	-2.70e-03		TCONS_00018066-XLOC_008985
16653081	0.997745	9.82e-01	0.02333235	-5.9094	9.71e-03		--normgene->intron
16913727	0.997745	9.82e-01	-0.02331417	-5.9094	-3.07e-03		TCONS_00027931-XLOC_013523
16783739	0.997745	9.82e-01	0.02325053	-5.90941	2.85e-03	NM_152447	
16763465	0.997745	9.82e-01	0.02322396	-5.90941	2.83e-03	NR_026583	
16744138	0.997745	9.82e-01	-0.02321828	-5.90941	-2.51e-03	NM_015065	
16668657	0.997745	9.82e-01	-0.02318544	-5.90941	-2.03e-03		ENST00000343320
16949909	0.997745	9.82e-01	0.02314806	-5.90941	4.94e-03	NR_030296	
16805443	0.997745	9.82e-01	0.02313568	-5.90941	2.78e-03		ENST00000560586
16854179	0.997745	9.82e-01	-0.02312467	-5.90941	-2.16e-03		ENST00000401386
16933249	0.997745	9.82e-01	-0.02311482	-5.90941	-2.57e-03		chr22(-):25423158-25425294
17101016	0.997745	9.82e-01	-0.02311482	-5.90941	-2.57e-03		chrUn(-):12027-14163
16990762	0.997745	9.82e-01	-0.02310171	-5.90941	-1.55e-03	NM_001001325	
16844487	0.997745	9.82e-01	0.02309488	-5.90941	2.30e-03		ENST00000251643
16902863	0.997745	9.82e-01	-0.02305055	-5.90941	-2.69e-03		ENST00000517020
17079290	0.997745	9.82e-01	-0.02302179	-5.90941	-1.84e-03		ENST00000518613
17053049	0.997745	9.82e-01	-0.02299795	-5.90941	-3.14e-03		ENST00000365658
16771513	0.997745	9.82e-01	-0.02299155	-5.90941	-1.34e-02		--normgene->exon
16924113	0.997745	9.82e-01	-0.02294093	-5.90941	-3.96e-03		ENST00000298232
16813296	0.997745	9.82e-01	-0.02292929	-5.90941	-2.55e-03	NR_028287	
16713312	0.997745	9.82e-01	-0.02291069	-5.90941	-2.15e-03		TCONS_00017953-XLOC_008779
16806073	0.997745	9.82e-01	0.02289728	-5.90941	4.85e-03	BC129821	
16705260	0.997745	9.82e-01	0.02287673	-5.90941	2.08e-03	NM_001001330	
16784493	0.997745	9.82e-01	-0.0228605	-5.90941	-2.29e-03		TCONS_00022514-XLOC_010838
16761535	0.997745	9.82e-01	-0.02278673	-5.90942	-2.54e-03	NM_006249	
16864721	0.997745	9.82e-01	-0.02277831	-5.90942	-2.83e-03	NM_007147	
16731749	0.997745	9.82e-01	-0.02276864	-5.90942	-2.38e-03		ENST00000525260
17122014	0.997745	9.82e-01	0.02275891	-5.90942	3.48e-03		--rescue
17127219	0.997745	9.82e-01	0.02274803	-5.90942	1.40e-03		--control->bgp->antigenomic
16843716	0.997745	9.82e-01	0.022723	-5.90942	2.97e-03	AL049275	
16792278	0.997745	9.82e-01	-0.02270872	-5.90942	-3.59e-03		chr14(-):39644089-39645084
17005880	0.997762	9.82e-01	-0.0226642	-5.90942	-3.46e-03	NM_003527	
16652881	0.997775	9.82e-01	-0.02260794	-5.90942	-4.80e-03		--normgene->intron
16664683	0.997775	9.82e-01	0.02260042	-5.90942	2.47e-03		ENST00000390872
16730965	0.997788	9.82e-01	0.02256104	-5.90942	2.84e-03		ENST00000364373
16714375	0.997843	9.82e-01	0.02246388	-5.90942	2.96e-03		ENST00000435271
16656145	0.997843	9.82e-01	-0.02243312	-5.90942	-5.23e-03		--normgene->intron
17121884	0.997843	9.82e-01	-0.02241962	-5.90942	-1.48e-03		--rescue
16907604	0.997843	9.82e-01	-0.02239818	-5.90942	-2.51e-03		ENST00000374412
16743848	0.997846	9.82e-01	-0.02234764	-5.90943	-3.02e-03	NR_034078	
17121360	0.997846	9.82e-01	-0.02231529	-5.90943	-2.16e-03		--rescue
16967767	0.997846	9.82e-01	-0.02230811	-5.90943	-1.29e-03		TCONS_00007551-XLOC_003573
16720916	0.997846	9.82e-01	-0.02228735	-5.90943	-2.15e-03	NM_005706	
17118986	0.997846	9.82e-01	0.02225715	-5.90943	2.76e-03		--rescue
17014501	0.997846	9.82e-01	0.02225361	-5.90943	1.39e-03	NM_005922	
16654227	0.997846	9.82e-01	-0.02220483	-5.90943	-6.39e-03		--normgene->intron
16743991	0.997846	9.82e-01	-0.02219684	-5.90943	-2.10e-03	AK125021	
17015817	0.997846	9.82e-01	-0.02216594	-5.90943	-2.39e-03		ENST00000364649
16850541	0.997846	9.82e-01	0.02215868	-5.90943	1.65e-03	NM_015295	
16661615	0.997867	9.83e-01	0.02209921	-5.90943	3.05e-03		ENST00000459072
17097869	0.997867	9.83e-01	0.02208634	-5.90943	1.86e-03	NM_001080497	
16654497	0.997887	9.83e-01	-0.02201154	-5.90943	-6.98e-03		--normgene->intron
16812215	0.997887	9.83e-01	-0.02198367	-5.90943	-4.18e-03	NM_014272	
16889740	0.997887	9.83e-01	-0.02194488	-5.90943	-4.47e-03		--normgene->exon
16688506	0.997887	9.83e-01	-0.02189642	-5.90943	-2.82e-03		ENST00000357731
16973036	0.997887	9.83e-01	0.02184287	-5.90944	3.35e-03		ENST00000517204
16757806	0.997887	9.83e-01	0.02181997	-5.90944	1.83e-03		ENST00000229328
16996133	0.997887	9.83e-01	0.02171171	-5.90944	2.97e-03	NR_030307	
17112813	0.997887	9.83e-01	-0.02171058	-5.90944	-2.60e-03	NR_028089	
17108587	0.997887	9.83e-01	0.02170509	-5.90944	3.58e-03		chrX(+):154695631-154841277
17053333	0.997887	9.83e-01	0.02167151	-5.90944	3.88e-03	NM_013400	
16977620	0.997887	9.83e-01	-0.02165427	-5.90944	-1.82e-03		TCONS_00007790-XLOC_004004
17081986	0.997887	9.83e-01	0.02164716	-5.90944	2.54e-03	NM_000497	
17060224	0.997887	9.83e-01	0.02164493	-5.90944	1.86e-03		ENST00000350498
16767788	0.997887	9.83e-01	-0.02163431	-5.90944	-3.28e-03	NM_024685	
16908615	0.997887	9.83e-01	0.02163254	-5.90944	5.89e-03		--normgene->exon
16956960	0.997887	9.83e-01	-0.02160974	-5.90944	-1.68e-03		--normgene->exon
16989325	0.997887	9.83e-01	0.02159341	-5.90944	2.06e-03	NM_001745	
16923929	0.997887	9.83e-01	0.02159022	-5.90944	2.71e-03	NR_002776	
16861105	0.997887	9.83e-01	-0.02158712	-5.90944	-1.91e-03		ENST00000403402
16970448	0.997887	9.83e-01	0.02156281	-5.90944	1.88e-03		TCONS_00007610-XLOC_003680
16843156	0.997887	9.83e-01	-0.02155878	-5.90944	-2.03e-03	XR_111677	
16897499	0.997887	9.83e-01	0.02150212	-5.90944	3.61e-03		ENST00000410760
16957612	0.997887	9.83e-01	0.02145404	-5.90944	2.25e-03	NM_000796	
16664533	0.997887	9.83e-01	0.02142687	-5.90944	1.90e-03	NM_021952	
16743560	0.997887	9.83e-01	-0.02141477	-5.90945	-1.41e-03		ENST00000526385
17123016	0.997887	9.83e-01	-0.02140793	-5.90945	-2.06e-03		--rescue
16894377	0.997887	9.83e-01	0.02140758	-5.90945	1.87e-03		TCONS_00003204-XLOC_001982
16889938	0.997887	9.83e-01	-0.02140072	-5.90945	-1.91e-03	NM_001959	
16964723	0.997891	9.83e-01	-0.02137247	-5.90945	-1.61e-03		ENST00000382581
16840293	0.997929	9.83e-01	0.02128799	-5.90945	3.20e-03	NM_020162	
16988264	0.997929	9.83e-01	-0.02126925	-5.90945	-1.86e-03		TCONS_00009489-XLOC_004521
16892555	0.997929	9.83e-01	0.02125404	-5.90945	2.92e-03	NM_003648	
17046640	0.997959	9.83e-01	0.02119338	-5.90945	2.96e-03		ENST00000304842
16818561	0.997976	9.83e-01	0.02114818	-5.90945	3.82e-03		ENST00000516106
16838271	0.997976	9.83e-01	-0.02112495	-5.90945	-2.15e-03	NM_001142640	
16926063	0.997979	9.83e-01	0.02109795	-5.90945	2.43e-03		ENST00000442605
16866166	0.998004	9.83e-01	-0.02104275	-5.90945	-4.26e-03	NM_001204818	
17012237	0.998005	9.83e-01	-0.0210184	-5.90945	-2.64e-03		TCONS_00011945-XLOC_005455
16971705	0.998074	9.84e-01	-0.0208352	-5.90946	-2.05e-03		TCONS_00008301-XLOC_003749
16866041	0.998074	9.84e-01	-0.02081487	-5.90946	-3.06e-03	NM_001098491	
17120182	0.998074	9.84e-01	0.02080298	-5.90946	1.91e-03		--rescue
16859681	0.998074	9.84e-01	0.02078886	-5.90946	2.19e-03	NM_002248	
16655361	0.998074	9.84e-01	0.02078823	-5.90946	5.88e-03		--normgene->intron
16749724	0.998074	9.84e-01	0.02078094	-5.90946	4.19e-03		ENST00000363518
16746574	0.998074	9.84e-01	0.02076707	-5.90946	2.72e-03		ENST00000538067
17083232	0.998097	9.84e-01	0.02070465	-5.90946	2.40e-03		TCONS_00015641-XLOC_007268
16841539	0.998097	9.84e-01	-0.02069136	-5.90946	-2.57e-03		ENST00000457609
16707120	0.9981	9.84e-01	-0.0206408	-5.90946	-3.04e-03	NM_020799	
16947556	0.9981	9.84e-01	-0.0206189	-5.90946	-1.72e-03		ENST00000357388
17000256	0.9981	9.84e-01	0.0205925	-5.90946	1.84e-03	NM_017415	
16711461	0.9981	9.84e-01	-0.02058653	-5.90946	-2.33e-03		--normgene->exon
16810959	0.9981	9.84e-01	0.02055629	-5.90946	1.76e-03		--normgene->exon
16783044	0.9981	9.84e-01	0.02053392	-5.90946	2.70e-03		TCONS_00022457-XLOC_010785
16701657	0.9981	9.84e-01	-0.02052137	-5.90946	-2.49e-03	NM_001136036	
16718719	0.9981	9.84e-01	-0.02048788	-5.90946	-2.89e-03	NM_001127211	
16887049	0.9981	9.84e-01	0.0204382	-5.90946	3.54e-03		TCONS_00003924-XLOC_001734
16979660	0.9981	9.84e-01	-0.02042844	-5.90946	-1.63e-03		TCONS_00008572-XLOC_004067
17052417	0.9981	9.84e-01	0.02040759	-5.90947	3.53e-03		ENST00000247881
17110639	0.9981	9.84e-01	-0.02040478	-5.90947	-1.44e-03	NM_001167947	
16657415	0.998184	9.84e-01	0.02021408	-5.90947	6.46e-03		--normgene->intron
16788681	0.998184	9.84e-01	0.02021055	-5.90947	7.49e-03	NR_003213	
16933306	0.998184	9.84e-01	-0.02020581	-5.90947	-1.94e-03		ENST00000414989
17113696	0.998184	9.84e-01	-0.02020525	-5.90947	-2.19e-03	NR_027131	
17108856	0.998184	9.84e-01	-0.02014905	-5.90947	-4.02e-03		chrX(-):3771051-3804591
16824022	0.998184	9.84e-01	0.02009457	-5.90947	5.55e-03		ENST00000532936
16866275	0.998184	9.84e-01	0.02009346	-5.90947	1.70e-03	NR_015380	
16713224	0.998184	9.84e-01	0.02007358	-5.90947	1.66e-03	NR_038932	
17123424	0.998184	9.84e-01	-0.02004546	-5.90947	-1.02e-03		--rescue
16664615	0.998184	9.84e-01	0.02004124	-5.90947	1.98e-03		ENST00000383868
16687717	0.998184	9.84e-01	-0.02004122	-5.90947	-4.53e-03		ENST00000516036
17001961	0.99825	9.84e-01	0.01991783	-5.90947	2.40e-03	NM_001146040	
16876648	0.99825	9.84e-01	0.01991109	-5.90947	2.90e-03	NR_038430	
16701311	0.998276	9.84e-01	0.01984145	-5.90948	2.97e-03		ENST00000458882
17054312	0.998276	9.84e-01	-0.01983066	-5.90948	-2.29e-03		ENST00000397098
17127685	0.998276	9.84e-01	0.01978741	-5.90948	3.99e-03		--control->affx->polya_spike
16662719	0.998276	9.84e-01	-0.01978438	-5.90948	-2.40e-03		TCONS_00000896-XLOC_000149
16958335	0.998281	9.84e-01	0.01973969	-5.90948	2.93e-03		ENST00000184183
16887256	0.998281	9.84e-01	0.01970554	-5.90948	1.95e-03		TCONS_00003045-XLOC_001744
17000428	0.998281	9.84e-01	0.01970172	-5.90948	2.28e-03	NM_001496	
16724190	0.998281	9.84e-01	0.01966181	-5.90948	2.27e-03	BC035161	
16862397	0.998281	9.84e-01	0.01966046	-5.90948	2.43e-03	NM_000766	
16935225	0.998321	9.85e-01	0.01958725	-5.90948	3.21e-03		TCONS_00029702-XLOC_014378
16821794	0.998341	9.85e-01	0.01952366	-5.90948	2.42e-03		ENST00000319555
16667542	0.998341	9.85e-01	0.01951459	-5.90948	2.01e-03		ENST00000365384
16650119	0.99838	9.85e-01	0.0194245	-5.90948	4.77e-03		--normgene->intron
16803492	0.99838	9.85e-01	0.01941919	-5.90948	2.05e-03	NM_004378	
17112835	0.998382	9.85e-01	-0.01939274	-5.90948	-2.28e-03	NR_046008	
17127235	0.998401	9.85e-01	-0.01934597	-5.90949	-2.05e-03		--control->affx
16912401	0.998403	9.85e-01	0.01931456	-5.90949	7.88e-03		ENST00000375994
17094188	0.998403	9.85e-01	0.01929548	-5.90949	3.02e-03		ENST00000432614
16825583	0.998403	9.85e-01	0.01927316	-5.90949	1.87e-03	NM_178863	
16762880	0.998416	9.85e-01	-0.01922528	-5.90949	-2.20e-03	NR_038927	
